coffee name,coffee rating,roaster name,roaster country/state,roaster city,coffee origin country,coffee origin city,roast level,whole bean (agtron),after grinding (agtron),price,pricing unit (g),review date,aroma,acidity,body,flavor,aftertaste,blind ass (paragraph),species (paragraph)
Single-Origin Nitro,95,Cadence Cold Brew Coffee,Wisconsin,['Madison'],['Ethiopia'],[],Light,,,3.49,340.19,December 2016,9.0,9.0,9.0,9.0,9.0,"A pure, ready-to-drink bottled coffee tested over ice. Bright, crisply sweet acidity; satiny-smooth mouthfeel. Violet, grapefruit zest, lemon verbena, sandalwood, roasted cacao nib in flavor. The deeply sweet finish is animated by cocoa and violet with lemony undertones; with the addition of cold whole milk, those core notes round and blossom without losing their clarity.","For more information, visit www.cadencecoldbrew.com. Products available wholesale and at retail locations in the Midwest: http://www.cadencecoldbrew.com/find-u."
Hawaii Kilauea Volcano Nano-Lot,96,Paradise Roasters,Minnesota,['Ramsey'],['Hawaii'],['Puna District'],Medium-Light,59.0,82.0,24.0,113.4,December 2016,9.0,9.0,9.0,10.0,9.0,"Lush, deeply sweet, richly savory. Plumeria, red currant, lime zest, frankincense, roasted cacao nib in aroma and cup. Bright, juicy acidity; full, syrupy mouthfeel. The sweetly tart, resonant finish is flavor-saturated, with all the notes from cup and short finish carrying far into the long.","Produced at Second Alarm Farm by Jim Chestnut and Edna Arakawa from trees of the Typica and Red Caturra varieties of Arabica. This coffee won first place in the Hawaii District at the HCA (Hawaii Coffee Association) 2016 Cupping competition. Processed by the wet or washed method (fruit skin and pulp are removed before drying). This coffee earned the top rating in a tasting of holiday coffees for Coffee Review‘s December 2016 tasting report. Paradise Roasters specializes in micro-lot coffees and espressos from Hawaii and other premier coffee growing regions. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information."
Ethiopia Charbanta Natural,95,Wonderstate Coffee,Wisconsin,['Driftless'],['southern Ethiopia'],['Yirgacheffe growing region'],Medium-Light,60.0,80.0,18.0,340.19,December 2016,9.0,9.0,9.0,9.0,9.0,"Delicately lush, deeply sweet. Blueberry, bergamot, wisteria, chocolate fudge, a hint of whisky in aroma and cup. Bright, lively acidity; syrupy but buoyant mouthfeel. The resonant, flavor-saturated finish carries through on all the promises of the cup, including the suggestion of highlands Scotch whisky, a discreet touch of elegant, fruit-toned sweet ferment. ","This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2016. Produced by the Charbanta Cooperative, a new organization previously associated with the Idido Cooperative. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for their commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar powered roastery. Visit https://wonderstate.com for more information."
Panama Don Julian Pacamara,95,Willoughby's Coffee & Tea,Connecticut,['Branford'],['western Panama'],['Boquete growing region'],Light,65.0,82.0,49.99,453.59,December 2016,9.0,9.0,9.0,9.0,9.0,"Deeply sweet, richly savory. Butterscotch, lavender, tamarind, roasted cacao nib, mango in aroma and cup. Big, juicy acidity; viscous, velvety mouthfeel. In addition to resonant butterscotch and lavender tones in the short finish, the long introduces an appealing coconut note.","This exceptional coffee was selected as the No. 24 coffee on Coffee Review’s list of the Top 30 Coffees of 2016. Produced at Hacienda Don Julian by Annie Burneskis. This lot is comprised entirely of the much admired, bold-bean Pacamara variety of Arabica, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon. It is a washed or wet-processed coffee, meaning both skin and fruit flesh were removed from the beans before drying, a practice that generally intensifies acidity and clarity of flavor. Willoughby’s Coffee & Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information."
Esmeralda Noria Natural,95,PT's Coffee Roasting Co.,Kansas,['Topeka'],['western Panama'],['Boquete growing region'],Medium-Light,58.0,78.0,47.5,226.8,December 2016,9.0,9.0,9.0,9.0,9.0,"Expressive, balanced, richly sweet. Lemon blossom, baker’s chocolate, cashew butter, aged Tequila, tea rose in aroma and cup. Vibrant, balanced acidity; satiny-smooth mouthfeel. Lemon blossom and cashew butter carry the short finish, while notes of aged Tequila, suggesting a refined sweet ferment, return in the long, enveloped by baker’s chocolate.","Coffee from trees of the botanical variety Gesha (also Geisha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues to be one of the world’s most sought-after coffees, and the Esmeralda versions remain among the most authentic. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. This coffee tied for the second-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2016 tasting report. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information."
Miami Winter Holiday Blend,94,Per'la Specialty Roasters,Florida,['Miami'],"['Ethiopia', 'Kenya']",[],Light,62.0,84.0,20.0,226.8,December 2016,9.0,9.0,9.0,9.0,8.0,"Crisply bright, resonantly sweet. Candied orange zest, nougat, sandalwood, vanilla, pineapple guava in aroma and cup. Bright, juicy acidity; delicate, billowy mouthfeel. Candied orange zest is the leading note in the flavor-saturated short finish, while pineapple guava and sandalwood, with a whisper of vanilla, resonate in the long.","A blend of coffees grown in Ethiopia and Kenya, all processed by the wet or washed method (fruit skin and pulp are removed before drying). This coffee tied for the third-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2016 tasting report. Founded by Paul Massard and Chris Nolte, Per’la focuses on meticulous sourcing and roasting fine coffees in small batches. Visit www.drinkperla.com for more information."
Duncan Estate Panamanian Gesha,94,Noble Coffee Roasting,Oregon,['Ashland'],['western Panama'],['Boquete growing region'],Light,66.0,82.0,32.0,226.8,December 2016,9.0,9.0,9.0,9.0,8.0,"Delicate, high-toned, sweetly tart. Lemon verbena, toffee, pomegranate, dark chocolate, lavender in aroma and cup. Vibrantly tart acidity; very silky, smooth mouthfeel. The quietly expressive finish centers around crisp lemon verbena notes and hints of spicy lavender.","Certified organic. Produced by Richard Koyner of Duncan Estate exclusively from trees of the much-admired Gesha variety of Arabica. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues to be one of the world’s most sought-after coffees. Processed by the wet or washed method (fruit skin and pulp are removed before drying). This coffee tied for the third-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2016 tasting report. Based in southern Oregon, Noble Coffee is a wholesale and retail roasting company focused on quality, social responsibility and environmental consciousness. Visit www.noblecoffeeroasting.com or call 541-488-3288 for more information."
The Jungle,94,Simon Hsieh's Aroma Roast Coffees,Taiwan,['Taoyuan'],"['Costa Rica', 'Mexico']",[],Medium-Dark,43.0,52.0,33.0,453.59,December 2016,9.0,8.0,9.0,8.0,10.0,"Evaluated as espresso. Deeply rich, intricately aromatic. Sandalwood, tangerine zest, baker’s chocolate, ripe plum, wisteria in aroma and small cup. Delicate, silky mouthfeel; floral-toned, zesty, slightly drying finish. Softens and blooms with vast, flavor-saturated elegance in three parts milk: chocolate, plum, flowers, more.","In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high quality single-origin coffees. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information."
Ethiopia Yirgacheffe,94,Turning Point Coffee,California,['San Francisco'],['southern Ethiopia'],['Yirgacheffe growing region'],Light,63.0,84.0,17.0,250,November 2016,9.0,9.0,9.0,9.0,8.0,"Delicate, vibrantly sweet. Hibiscus, roasted cocoa nib, dried mulberry, frankincense, candied orange zest in aroma and cup. Bright, juicy-tart acidity; satiny-smooth mouthfeel. Rich-toned, layered finish: dried mulberry notes in the short, cocoa-toned hibiscus in the long.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. It was processed by the wet or washed method (fruit skin and pulp are removed before drying). Ethiopia coffees processed with this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. Located in the San Francisco neighborhood of Inner Richmond, Turning Point not only provides uncompromising quality, but also a personal relationship with friends and neighbors. For more information visit www.turningpointcoffee.com."
Ethiopia Washed Yirgacheffe “Paradise” Espresso,95,Simon Hsieh's Aroma Roast Coffees,Taiwan,['Taoyuan'],['southern Ethiopia'],['Yirgacheffe growing region'],Medium,47.0,70.0,46.2,453.59,November 2016,9.0,9.0,9.0,9.0,9.0,"Evaluated as espresso. Sweetly rich, chocolaty. Chocolate fudge, myrrh, sandalwood, frangipane, lavender in aroma and small cup. Full, fudge-like body. The lavender- and sandalwood-inflected finish is also deeply chocolaty, resonant and sweet. Sweet and savory are enticingly balanced in three parts milk.","Southern Ethiopia coffees like this one are produced from distinctive Ethiopian varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Southern Ethiopia coffees processed by this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high quality single-origin coffees. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information."
